unit,cycle,day,fault_mode,severity_level,avg_detectivity,NETD_mK,SiTF,signal_gain,read_noise_index,label
IRCLT-0221,1,0,mtf_degradation,degraded,20826485261.877613,16.841943158731173,0.9898569881491226,0.9898569881491226,0.999547251333019,mtf_degradation
IRCLT-0221,2,5,mtf_degradation,degraded,17394774401.60182,17.483681981433715,0.9888177715776107,0.9888177715776107,1.0194216712990645,mtf_degradation
IRCLT-0221,3,6,mtf_degradation,degraded,19848170606.26605,16.97442786399494,0.9872127233149824,0.9872127233149824,1.0013488473849876,mtf_degradation
IRCLT-0221,4,10,mtf_degradation,degraded,20441499906.0569,17.359496433740425,0.9962693907363792,0.9962693907363792,1.0095619270227043,mtf_degradation
IRCLT-0221,5,11,mtf_degradation,degraded,20362184905.918064,16.430861104583684,0.9990921495699636,0.9990921495699636,0.979192888502606,mtf_degradation
IRCLT-0221,6,14,mtf_degradation,degraded,19748400470.16005,16.487232612057934,0.989444419879879,0.989444419879879,1.013509611982763,mtf_degradation
IRCLT-0221,7,19,mtf_degradation,degraded,22232439503.98994,16.652287889708543,0.969858352371449,0.969858352371449,1.0097841622424435,mtf_degradation
IRCLT-0221,8,23,mtf_degradation,degraded,22588917304.052315,16.605877628724613,1.0301532559016529,1.0301532559016529,0.980033390313913,mtf_degradation
IRCLT-0221,9,28,mtf_degradation,degraded,20702326515.20952,16.847502483322522,1.017554823784127,1.017554823784127,0.9897232468618185,mtf_degradation
IRCLT-0221,10,32,mtf_degradation,degraded,19562610339.82683,16.729403388331317,1.0205782123370186,1.0205782123370186,0.9914002823006643,mtf_degradation
IRCLT-0221,11,36,mtf_degradation,degraded,19052629322.652645,17.535780186345644,0.9646665218668364,0.9646665218668364,1.0093573861723864,mtf_degradation
IRCLT-0221,12,39,mtf_degradation,degraded,18654252018.398903,16.992302019504905,0.9837715090073352,0.9837715090073352,1.009872512427724,mtf_degradation
IRCLT-0221,13,41,mtf_degradation,degraded,18463729147.39387,16.517958021981404,0.9924321410151836,0.9924321410151836,1.0101860014624595,mtf_degradation
IRCLT-0221,14,44,mtf_degradation,degraded,19516150669.237453,17.31089483173791,0.9824764880330084,0.9824764880330084,1.0158303778655826,mtf_degradation
IRCLT-0221,15,49,mtf_degradation,degraded,19877566205.832996,16.945474795395555,0.981936987721643,0.981936987721643,1.0061287704480972,mtf_degradation
IRCLT-0221,16,52,mtf_degradation,degraded,20189488086.552,17.402743552919944,0.9636522620959844,0.9636522620959844,1.0210963738747905,mtf_degradation
IRCLT-0221,17,57,mtf_degradation,degraded,20096127618.8336,18.19677972278798,0.9632558652985722,0.9632558652985722,1.0237420381973783,mtf_degradation
IRCLT-0221,18,58,mtf_degradation,degraded,20141610832.61748,16.756758111507803,1.0018771220484144,1.0018771220484144,1.0091392262634935,mtf_degradation
IRCLT-0221,19,63,mtf_degradation,degraded,20224922216.11964,17.915795961296507,0.9974890122109517,0.9974890122109517,1.0188760967528288,mtf_degradation
IRCLT-0221,20,68,mtf_degradation,degraded,20828731665.933056,16.896907378679167,0.9781826099454812,0.9781826099454812,1.0121967212759682,mtf_degradation
IRCLT-0221,21,70,mtf_degradation,degraded,18818065923.99611,17.477395822015858,0.9661408569220428,0.9661408569220428,1.0251363411759156,mtf_degradation
IRCLT-0221,22,74,mtf_degradation,degraded,21205026180.03068,18.283164621674366,0.9781572534102728,0.9781572534102728,1.027780388341194,mtf_degradation
IRCLT-0221,23,76,mtf_degradation,degraded,19369041343.78998,16.653970662940186,1.0131848601325906,1.0131848601325906,1.0063851252811222,mtf_degradation
IRCLT-0221,24,78,mtf_degradation,degraded,19768684797.985813,18.11208017962293,0.9730616515581096,0.9730616515581096,1.0203023298469838,mtf_degradation
IRCLT-0221,25,79,mtf_degradation,degraded,20435756496.38064,17.480616823867454,0.976064303586384,0.976064303586384,1.024495587394232,mtf_degradation
IRCLT-0221,26,84,mtf_degradation,degraded,20118599743.36165,17.378744530192687,0.9979885288338396,0.9979885288338396,1.002387198931107,mtf_degradation
IRCLT-0221,27,86,mtf_degradation,degraded,20465138739.727894,16.941774381944494,1.010812598383424,1.010812598383424,0.999837613688094,mtf_degradation
IRCLT-0221,28,91,mtf_degradation,degraded,18623606575.8435,18.20408047775335,0.9563239870761164,0.9563239870761164,1.03235021536811,mtf_degradation
IRCLT-0221,29,95,mtf_degradation,degraded,20498438089.761948,18.22043557961625,0.9716701084899536,0.9716701084899536,1.0294237624188234,mtf_degradation
IRCLT-0221,30,98,mtf_degradation,degraded,18192635641.391792,18.632427081161172,0.960826392300541,0.960826392300541,1.0504396866558647,mtf_degradation
IRCLT-0221,31,103,mtf_degradation,degraded,19563408439.6422,16.896916058574924,0.9602079898173952,0.9602079898173952,1.022001618479226,mtf_degradation
IRCLT-0221,32,107,mtf_degradation,degraded,18685008405.407394,16.796761796710562,0.9712375090643608,0.9712375090643608,1.0222095969250569,mtf_degradation
IRCLT-0221,33,108,mtf_degradation,degraded,18646830543.00978,17.038089748998946,0.9911215540649696,0.9911215540649696,1.0361614272064508,mtf_degradation
IRCLT-0221,34,109,mtf_degradation,degraded,22193422402.95602,17.06187467659529,0.9666733716876648,0.9666733716876648,1.0227320509020004,mtf_degradation
IRCLT-0221,35,111,mtf_degradation,degraded,21260763104.74828,17.207941773746374,0.980094029998389,0.980094029998389,1.0059009552383262,mtf_degradation
IRCLT-0221,36,113,mtf_degradation,degraded,20042428922.989384,16.744601328114072,0.9843014603253964,0.9843014603253964,1.018099682784424,mtf_degradation
IRCLT-0221,37,114,mtf_degradation,degraded,20351010276.56912,16.573304844894764,0.9890358163326594,0.9890358163326594,1.018641813893879,mtf_degradation
IRCLT-0221,38,119,mtf_degradation,degraded,18209766733.876823,18.09692074172473,0.9580150867519376,0.9580150867519376,1.048666378798909,mtf_degradation
IRCLT-0221,39,122,mtf_degradation,degraded,21032009450.15176,17.26668372709087,0.9604884709374454,0.9604884709374454,1.0216480927123863,mtf_degradation
IRCLT-0221,40,123,mtf_degradation,degraded,20239516806.159668,17.519672570647742,0.9774959586078305,0.9774959586078305,1.030857967988949,mtf_degradation
IRCLT-0221,41,126,mtf_degradation,degraded,20530307555.732388,16.671884009052526,1.0015302605387606,1.0015302605387606,1.0166465773684483,mtf_degradation
IRCLT-0221,42,129,mtf_degradation,degraded,21338504948.13373,17.647738278933993,0.9917587697048468,0.9917587697048468,1.0217069467728697,mtf_degradation
IRCLT-0221,43,134,mtf_degradation,degraded,19676871023.740665,18.03251574341753,0.9819257678962424,0.9819257678962424,1.0227395271636963,mtf_degradation
IRCLT-0221,44,135,mtf_degradation,degraded,21495217416.01416,18.149057902566167,0.9660393308148656,0.9660393308148656,1.0404760074593538,mtf_degradation
IRCLT-0221,45,138,mtf_degradation,degraded,18501318926.153114,17.875119068351832,0.965218565027194,0.965218565027194,1.0335054196994673,mtf_degradation
IRCLT-0221,46,139,mtf_degradation,degraded,19560122450.754337,18.044810058553264,0.9742918804690582,0.9742918804690582,1.018052501241723,mtf_degradation
IRCLT-0221,47,142,mtf_degradation,degraded,20738061741.701107,18.094977215810104,0.9808790759653684,0.9808790759653684,1.0217325752085975,mtf_degradation
IRCLT-0221,48,145,mtf_degradation,degraded,20681858984.22272,17.339325012800796,0.9647762912793736,0.9647762912793736,1.038438611683987,mtf_degradation
IRCLT-0221,49,149,mtf_degradation,degraded,20248052407.671307,17.270546725870165,0.9621332268375145,0.9621332268375145,1.0364270445860864,mtf_degradation
IRCLT-0221,50,153,mtf_degradation,degraded,20465512393.544422,17.760253406157414,0.9682375705919076,0.9682375705919076,1.0375204709659347,mtf_degradation
IRCLT-0221,51,154,mtf_degradation,degraded,19852018877.316486,17.46216421235928,0.9713528835136098,0.9713528835136098,1.032323746946254,mtf_degradation
IRCLT-0221,52,159,mtf_degradation,degraded,18348736807.00169,18.520296241826745,0.9320365263909384,0.9320365263909384,1.0530589683621787,mtf_degradation
IRCLT-0221,53,162,mtf_degradation,degraded,18590363983.26149,18.24469083931662,0.9345509935795148,0.9345509935795148,1.0612621748770263,mtf_degradation
IRCLT-0221,54,164,mtf_degradation,degraded,19011359060.24886,18.23633791941971,0.9586734709581322,0.9586734709581322,1.0531678877110155,mtf_degradation
IRCLT-0221,55,168,mtf_degradation,degraded,20351857333.712746,17.63399336495383,1.0128887245733662,1.0128887245733662,1.017443768835922,mtf_degradation
IRCLT-0221,56,169,mtf_degradation,degraded,17645531622.097843,18.03175685936758,0.9610842778675308,0.9610842778675308,1.025439423017403,mtf_degradation
IRCLT-0221,57,174,mtf_degradation,degraded,19190635979.016453,17.712758169212666,0.9493511877619104,0.9493511877619104,1.045427638593328,mtf_degradation
IRCLT-0221,58,175,mtf_degradation,degraded,19303361952.969578,18.237633018341057,0.9398664666977352,0.9398664666977352,1.066836241316776,mtf_degradation
IRCLT-0221,59,178,mtf_degradation,degraded,20454220077.79502,17.448241681999793,0.973190835732326,0.973190835732326,1.0392963227818317,mtf_degradation
IRCLT-0221,60,183,mtf_degradation,degraded,18963731122.867588,17.442269669778746,0.969534917087504,0.969534917087504,1.0294170335572852,mtf_degradation
IRCLT-0221,61,188,mtf_degradation,degraded,19856274452.977764,18.14931382780551,0.9616564571753056,0.9616564571753056,1.0430781708514043,mtf_degradation
IRCLT-0221,62,193,mtf_degradation,degraded,19534774689.242558,17.918509125088914,0.9423529511358943,0.9423529511358943,1.0447536879644517,mtf_degradation
IRCLT-0221,63,196,mtf_degradation,degraded,18864188274.06538,17.441752724599976,0.9801484328679834,0.9801484328679834,1.0431160371839534,mtf_degradation
IRCLT-0221,64,201,mtf_degradation,degraded,18535425732.84525,18.076380553052196,0.9693167809172986,0.9693167809172986,1.0493350320322068,mtf_degradation
IRCLT-0221,65,206,mtf_degradation,degraded,18626806044.48394,17.434134713359196,0.9555173272807586,0.9555173272807586,1.028988802193655,mtf_degradation
IRCLT-0221,66,210,mtf_degradation,degraded,20337136555.819,18.02939969443479,0.974906917603796,0.974906917603796,1.0383555381284308,mtf_degradation
IRCLT-0221,67,214,mtf_degradation,degraded,19024685024.3261,18.652607846395867,0.9296614181743402,0.9296614181743402,1.0730381219118938,mtf_degradation
IRCLT-0221,68,217,mtf_degradation,degraded,19721628806.166187,18.05945692204868,0.9252115153858798,0.9252115153858798,1.066129705741434,mtf_degradation
IRCLT-0221,69,220,mtf_degradation,degraded,18052310553.35028,18.40039340165348,0.934337552272668,0.934337552272668,1.0586033614623254,mtf_degradation
IRCLT-0221,70,224,mtf_degradation,degraded,18797406366.75615,18.134782702932306,0.9420703696395136,0.9420703696395136,1.0576078614298354,mtf_degradation
IRCLT-0221,71,227,mtf_degradation,degraded,20889121668.654102,18.61790120977051,0.9491422166302772,0.9491422166302772,1.053317020412958,mtf_degradation
IRCLT-0221,72,228,mtf_degradation,degraded,18485710618.10457,18.09586159470491,0.9532286543385088,0.9532286543385088,1.0542104225793831,mtf_degradation
IRCLT-0221,73,232,mtf_degradation,degraded,20568521396.5624,17.08394589214154,0.9377152559242916,0.9377152559242916,1.0553727646532751,mtf_degradation
IRCLT-0221,74,235,mtf_degradation,degraded,18521764733.268456,18.13106257365784,0.9653979828259172,0.9653979828259172,1.051363572999195,mtf_degradation
IRCLT-0221,75,237,mtf_degradation,degraded,18806209532.08968,18.344171598022346,0.9395269584205708,0.9395269584205708,1.0642699884323226,mtf_degradation
IRCLT-0221,76,238,mtf_degradation,degraded,19896892665.17232,17.841090252545328,0.9500157184996028,0.9500157184996028,1.0496548638047052,mtf_degradation
IRCLT-0221,77,239,mtf_degradation,degraded,19679376666.20194,18.68922443040088,0.9674606274669582,0.9674606274669582,1.065756522402112,mtf_degradation
IRCLT-0221,78,243,mtf_degradation,degraded,19183455716.583557,18.756551150021824,0.9279707851281224,0.9279707851281224,1.0738199881512194,mtf_degradation
IRCLT-0221,79,244,mtf_degradation,degraded,18961902119.78116,18.65124010828032,0.9466035007412432,0.9466035007412432,1.0540513908057163,mtf_degradation
IRCLT-0221,80,249,mtf_degradation,degraded,19564242029.38335,19.42614726687472,0.9108340315842092,0.9108340315842092,1.086234966165575,mtf_degradation
IRCLT-0221,81,250,mtf_degradation,degraded,19148960541.27593,18.7570572523567,0.9305893966146096,0.9305893966146096,1.0544066455400718,mtf_degradation
IRCLT-0221,82,254,mtf_degradation,degraded,20099431185.128857,18.25542495233276,0.9525398288120424,0.9525398288120424,1.0472463912734615,mtf_degradation
IRCLT-0221,83,258,mtf_degradation,degraded,20387426359.235123,18.607369075891697,0.9634631521905368,0.9634631521905368,1.0504339280911912,mtf_degradation
IRCLT-0221,84,260,mtf_degradation,degraded,20562909665.09281,19.218170201591786,0.9654566836154472,0.9654566836154472,1.0604794476415256,mtf_degradation
IRCLT-0221,85,263,mtf_degradation,degraded,18875872463.26538,18.061106201588785,0.9436338186771508,0.9436338186771508,1.0394951569709114,mtf_degradation
IRCLT-0221,86,267,mtf_degradation,degraded,20996212004.51972,18.125938728239205,0.9453176677636088,0.9453176677636088,1.0485023980910282,mtf_degradation
IRCLT-0221,87,270,mtf_degradation,degraded,17171989548.183208,18.82882788563192,0.9380499557787187,0.9380499557787187,1.0697946468751802,mtf_degradation
IRCLT-0221,88,273,mtf_degradation,degraded,18085026971.379997,17.936137264542225,0.9318501698271492,0.9318501698271492,1.063562907644071,mtf_degradation
IRCLT-0221,89,274,mtf_degradation,degraded,18967365035.05373,16.860320596940248,0.95820022545347,0.95820022545347,1.0625608737897536,mtf_degradation
IRCLT-0221,90,276,mtf_degradation,degraded,19619864876.509026,17.448011185818388,0.9507898684699576,0.9507898684699576,1.056515873339618,mtf_degradation
IRCLT-0221,91,278,mtf_degradation,degraded,19240590989.114403,17.84784469536069,0.9385939571590028,0.9385939571590028,1.0535399557061118,mtf_degradation
IRCLT-0221,92,282,mtf_degradation,degraded,17342935046.74577,18.27499317652016,0.9733319192299472,0.9733319192299472,1.0579351188354875,mtf_degradation
IRCLT-0221,93,287,mtf_degradation,degraded,19284191054.424133,18.29797364048112,0.9285638779805896,0.9285638779805896,1.0684035433524095,mtf_degradation
IRCLT-0221,94,290,mtf_degradation,degraded,18609771294.5937,18.291064499600022,0.9244252547798328,0.9244252547798328,1.0673590630800127,mtf_degradation
IRCLT-0221,95,295,mtf_degradation,degraded,18888952253.289062,18.64476296283905,0.9514624824704688,0.9514624824704688,1.068329044449911,mtf_degradation
IRCLT-0221,96,297,mtf_degradation,degraded,20380162842.58187,18.015139772316346,0.9734645754505294,0.9734645754505294,1.0429386368087064,mtf_degradation
IRCLT-0221,97,302,mtf_degradation,degraded,18743296609.299698,17.842585833698397,0.9483672592553056,0.9483672592553056,1.0648091198634118,mtf_degradation
IRCLT-0221,98,307,mtf_degradation,degraded,18491501566.75357,17.646964243249368,0.9516921130416484,0.9516921130416484,1.0724302563117334,mtf_degradation
IRCLT-0221,99,311,mtf_degradation,degraded,19067124996.686165,18.22409225281863,0.942978071433458,0.942978071433458,1.0656957220037169,mtf_degradation
