work_cycle,T_stable_K,t_cool_hours,sigma_T_K,group_id
0,75.19891638243219,0.2119985221566282,0.295989256277721,6
1,75.2654817052547,0.21238569183686862,0.2984127155559815,6
2,75.33113170272792,0.21277372886931784,0.300836174834242,6
3,75.39587896129267,0.21316263533689558,0.3032596341125025,6
4,75.45973589431631,0.21355241332762312,0.30568309339076305,6
5,75.52271474447271,0.21394306493463577,0.30810655266902354,6
6,75.58482758608932,0.21433459225619572,0.310530011947284,6
7,75.6460863274622,0.21472699739570422,0.3129534712255446,6
8,75.70650271313896,0.21512028246171472,0.3153769305038051,6
9,75.76608832617049,0.21551444956794522,0.3178003897820656,6
10,75.82485459033165,0.2159095008332911,0.32022384906032614,6
11,75.88281277231147,0.21630543838183788,0.3226473083385866,6
12,75.93997398387312,0.21670226434287393,0.32507076761684717,6
13,75.99634918398438,0.21709998085090343,0.32749422689510765,6
14,76.0519491809186,0.21749859004565902,0.32991768617336814,6
15,76.1067846343269,0.2178980940721148,0.3323411454516287,6
16,76.1608660572819,0.2182984950804992,0.33476460472988917,6
17,76.21420381829313,0.21869979522630795,0.3371880640081497,6
18,76.2668081432951,0.219101996670317,0.3396115232864102,6
19,76.31868911760762,0.2195051015785955,0.3420349825646707,6
20,76.36985668786951,0.21990911212251898,0.34445844184293123,6
21,76.42032066394549,0.2203140304787822,0.3468819011211917,6
22,76.47009072080694,0.22071985882941242,0.3493053603994522,6
23,76.5191764003868,0.22112659936178247,0.3517288196777128,6
24,76.567587113409,0.22153425426862383,0.3541522789559733,6
25,76.61533214119258,0.22194282574804003,0.35657573823423383,6
26,76.66242063743123,0.2223523160035197,0.3589991975124943,6
27,76.70886162994813,0.22276272724394985,0.3614226567907548,6
28,76.75466402242685,0.22317406168362924,0.36384611606901535,6
29,76.7998365961183,0.22358632154228164,0.36626957534727583,6
