work_cycle,T_stable_K,t_cool_hours,sigma_T_K,group_id
0,78.52900343671968,0.21632715648149808,0.2888316856938914,0
1,78.61053289545518,0.21675906170117215,0.2909426946568492,0
2,78.69088119446452,0.21719205320254198,0.29305370361980704,0
3,78.77006544582378,0.21762613390349062,0.29516471258276483,0
4,78.84810251369741,0.21806130672986096,0.2972757215457227,0
5,78.92500901793002,0.21849757461547814,0.2993867305086805,0
6,79.00080133758583,0.21893494050217083,0.3014977394716383,0
7,79.075495614437,0.21937340733979335,0.3036087484345961,0
8,79.14910775640149,0.2198129780862479,0.3057197573975539,0
9,79.22165344093092,0.22025365570750605,0.30783076636051177,0
10,79.29314811834952,0.2206954431776314,0.30994177532346956,0
11,79.36360701514465,0.22113834347880124,0.3120527842864274,0
12,79.43304513720958,0.22158235960132916,0.3141637932493852,0
13,79.50147727303941,0.22202749454368712,0.31627480221234305,0
14,79.56891799688061,0.22247375131252778,0.31838581117530085,0
15,79.63538167183495,0.22292113292270685,0.32049682013825864,0
16,79.70088245291846,0.22336964239730578,0.3226078291012165,0
17,79.76543429007609,0.22381928276765412,0.3247188380641743,0
18,79.82905093115266,0.2242700570733519,0.32682984702713214,0
19,79.89174592482082,0.22472196836229275,0.32894085599008993,0
20,79.95353262346653,0.22517501969068615,0.3310518649530477,0
21,80.01442418603278,0.22562921412308048,0.3331628739160056,0
22,80.07443358082213,0.22608455473238565,0.33527388287896337,0
23,80.13357358825854,0.22654104459989619,0.3373848918419212,0
24,80.19185680360934,0.22699868681531402,0.339495900804879,0
25,80.24929563966766,0.2274574844767716,0.3416069097678368,0
26,80.30590232939605,0.2279174406908549,0.34371791873079466,0
27,80.3616889285317,0.2283785585726267,0.34582892769375245,0
28,80.41666731815414,0.2288408412456496,0.34793993665671036,0
29,80.47084920721547,0.2293042918420094,0.3500509456196681,0
