work_cycle,T_stable_K,t_cool_hours,sigma_T_K,group_id
0,77.83322280328619,0.21508699909998974,0.30913653367413246,7
1,77.90540933646544,0.21559542786256475,0.31161095783149034,7
2,77.97648847650757,0.21610530338602993,0.3140853819888483,7
3,78.04647721161666,0.2166166299723245,0.3165598061462061,7
4,78.11539226938565,0.21712941193629584,0.319034230303564,7
5,78.18325012079414,0.21764365360573804,0.32150865446092186,7
6,78.25006698414515,0.2181593593214309,0.3239830786182798,7
7,78.3158588289413,0.21867653343717902,0.3264575027756377,7
8,78.38064137970159,0.21919518031985102,0.32893192693299556,7
9,78.44443011971966,0.21971530434941855,0.33140635109035343,7
10,78.50724029476429,0.22023690991899597,0.3338807752477113,7
11,78.56908691672328,0.22076000143487962,0.3363551994050692,7
12,78.6299847671913,0.2212845833165876,0.33882962356242713,7
13,78.68994840100278,0.22181065999689942,0.341304047719785,7
14,78.74899214971053,0.222338235921896,0.3437784718771429,7
15,78.80713012501111,0.22286731555099948,0.3462528960345007,7
16,78.86437622211754,0.2233979033570134,0.34872732019185865,7
17,78.92074412308028,0.22393000382616296,0.3512017443492165,7
18,78.97624730005738,0.22446362145813525,0.3536761685065744,7
19,79.0308990185343,0.22499876076611997,0.35615059266393234,7
20,79.08471234049448,0.22553542627684958,0.35862501682129017,7
21,79.13770012754112,0.22607362253064056,0.36109944097864805,7
22,79.1898750439713,0.22661335408143374,0.363573865136006,7
23,79.24124955980261,0.2271546254968356,0.36604828929336386,7
24,79.29183595375372,0.22769744135815911,0.36852271345072174,7
25,79.34164631617891,0.2282418062604652,0.3709971376080797,7
26,79.39069255195777,0.2287877248126037,0.37347156176543755,7
27,79.43898638334052,0.22933520163725524,0.3759459859227954,7
28,79.48653935274967,0.22988424137097252,0.37842041008015326,7
29,79.53336282553867,0.23043484866422204,0.3808948342375112,7
