work_cycle,T_stable_K,t_cool_hours,sigma_T_K,group_id
0,78.05250924010147,0.23890773939544793,0.29615890948223406,9
1,78.1470377374317,0.2394419346966783,0.2985637468633234,9
2,78.2401990302854,0.23997749664819115,0.30096858424441275,9
3,78.33201289310234,0.24051442889027197,0.30337342162550207,9
4,78.42249881431651,0.24105273507300778,0.3057782590065914,9
5,78.51167600049264,0.24159241885631366,0.3081830963876807,9
6,78.59956338040304,0.24213348390995929,0.3105879337687701,9
7,78.68617960904542,0.2426759339135957,0.3129927711498594,9
8,78.77154307160258,0.24321977255678173,0.3153976085309487,9
9,78.8556718873449,0.24376500353901098,0.31780244591203805,9
10,78.93858391347625,0.24431163056973842,0.3202072832931274,9
11,79.0202967489245,0.24485965736840748,0.32261212067421674,9
12,79.10082773807696,0.24540908766447694,0.32501695805530606,9
13,79.18019397446193,0.24595992519744797,0.3274217954363954,9
14,79.25841230437705,0.24651217371689121,0.32982663281748476,9
15,79.33549933046497,0.2470658369824741,0.3322314701985741,9
16,79.41147141523754,0.24762091876398798,0.3346363075796634,9
17,79.48634468454887,0.2481774228413755,0.3370411449607527,9
18,79.56013503101823,0.24873535300475802,0.3394459823418421,9
19,79.6328581174034,0.2492947130544631,0.3418508197229314,9
20,79.70452937992526,0.24985550680105206,0.34425565710402073,9
21,79.77516403154429,0.2504177380653476,0.34666049448511005,9
22,79.8447770651897,0.2509814106784615,0.3490653318661994,9
23,79.91338325694177,0.25154652848182246,0.35147016924728874,9
24,79.98099716916828,0.2521130953272039,0.35387500662837806,9
25,80.0476331536155,0.2526811150767518,0.35627984400946744,9
26,80.11330535445451,0.253250591603013,0.35868468139055676,9
27,80.17802771128343,0.2538215287889629,0.3610895187716461,9
28,80.24181396208625,0.254393930528034,0.3634943561527354,9
29,80.30467764614885,0.2549678007241439,0.3658991935338247,9
30,80.36663210693285,0.2555431432917235,0.3683040309149141,9
31,80.42769049490792,0.2561199621557458,0.3707088682960034,9
32,80.4878657703431,0.2566982612517539,0.37311370567709273,9
33,80.5471707060577,0.25727804452589,0.3755185430581821,9
34,80.60561789013252,0.25785931593492356,0.37792338043927143,9
35,80.6632197285818,0.25844207944628034,0.38032821782036075,9
36,80.71998844798642,0.259026339038071,0.38273305520145007,9
