work_cycle,T_stable_K,t_cool_hours,sigma_T_K,group_id
0,76.98636207881154,0.22516724468320648,0.39008140620059695,8
1,77.05504484548106,0.22561450571677455,0.39329852058947423,8
2,77.1228289020051,0.22606282778113126,0.3965156349783515,8
3,77.18972600795541,0.2265122135168378,0.3997327493672288,8
4,77.2557477690305,0.22696266557110092,0.40294986375610603,8
5,77.32090563906888,0.22741418659778947,0.4061669781449833,8
6,77.38521092203626,0.2278667792574515,0.4093840925338606,8
7,77.44867477398661,0.22832044621733089,0.4126012069227379,8
8,77.51130820499753,0.22877519015138434,0.41581832131161517,8
9,77.57312208108038,0.22923101374029825,0.41903543570049245,8
10,77.63412712606541,0.22968791967150584,0.42225255008936974,8
11,77.69433392346208,0.23014591063920395,0.425469664478247,8
12,77.75375291829529,0.23060498934437024,0.4286867788671242,8
13,77.81239441891735,0.23106515849478038,0.4319038932560015,8
14,77.87026859879634,0.231526420805025,0.43512100764487877,8
15,77.92738549828113,0.23198877899652703,0.43833812203375605,8
16,77.98375502634312,0.23245223579755886,0.44155523642263333,8
17,78.03938696229544,0.23291679394325976,0.4447723508115106,8
18,78.09429095748942,0.23338245617565295,0.4479894652003879,8
19,78.14847653698902,0.2338492252436633,0.45120657958926513,8
20,78.20195310122327,0.23431710390313443,0.4544236939781424,8
21,78.25472992761709,0.23478609491684635,0.4576408083670197,8
22,78.30681617220084,0.23525620105453288,0.460857922755897,8
23,78.35822087119872,0.23572742509289935,0.46407503714477427,8
24,78.40895294259647,0.23619976981563992,0.46729215153365156,8
25,78.45902118768848,0.2366732380134554,0.47050926592252884,8
26,78.50843429260466,0.23714783248407104,0.473726380311406,8
27,78.55720082981745,0.23762355603225382,0.4769434947002833,8
28,78.60532925962892,0.23810041146983085,0.4801606090891606,8
29,78.65282793163861,0.23857840161570656,0.48337772347803787,8
