work_cycle,T_stable_K,t_cool_hours,sigma_T_K,group_id
0,78.52900343671968,0.21632715648149808,0.2888316856938914,0
1,78.61053289545518,0.21675906170117215,0.2909426946568492,0
2,78.69088119446452,0.21719205320254198,0.29305370361980704,0
3,78.77006544582378,0.21762613390349062,0.29516471258276483,0
4,78.84810251369741,0.21806130672986096,0.2972757215457227,0
5,78.92500901793002,0.21849757461547814,0.2993867305086805,0
6,79.00080133758583,0.21893494050217083,0.3014977394716383,0
7,79.075495614437,0.21937340733979335,0.3036087484345961,0
8,79.14910775640149,0.2198129780862479,0.3057197573975539,0
9,79.22165344093092,0.22025365570750605,0.30783076636051177,0
10,79.29314811834952,0.2206954431776314,0.30994177532346956,0
11,79.36360701514465,0.22113834347880124,0.3120527842864274,0
12,79.43304513720958,0.22158235960132916,0.3141637932493852,0
13,79.50147727303941,0.22202749454368712,0.31627480221234305,0
14,79.56891799688061,0.22247375131252778,0.31838581117530085,0
15,79.63538167183495,0.22292113292270685,0.32049682013825864,0
16,79.70088245291846,0.22336964239730578,0.3226078291012165,0
17,79.76543429007609,0.22381928276765412,0.3247188380641743,0
18,79.82905093115266,0.2242700570733519,0.32682984702713214,0
19,79.89174592482082,0.22472196836229275,0.32894085599008993,0
20,79.95353262346653,0.22517501969068615,0.3310518649530477,0
21,80.01442418603278,0.22562921412308048,0.3331628739160056,0
22,80.07443358082213,0.22608455473238565,0.33527388287896337,0
23,80.13357358825854,0.22654104459989619,0.3373848918419212,0
24,80.19185680360934,0.22699868681531402,0.339495900804879,0
25,80.24929563966766,0.2274574844767716,0.3416069097678368,0
26,80.30590232939605,0.2279174406908549,0.34371791873079466,0
27,80.3616889285317,0.2283785585726267,0.34582892769375245,0
28,80.41666731815414,0.2288408412456496,0.34793993665671036,0
29,80.47084920721547,0.2293042918420094,0.3500509456196681,0
0,78.76642527296063,0.15154042824945418,0.25026570171492735,1
1,78.82716494957997,0.15187492408129372,0.25241943963008595,1
2,78.88705154506597,0.15221027436447596,0.25457317754524456,1
3,78.9460970408361,0.15254648136544346,0.25672691546040316,1
4,79.00431325003024,0.15288354735670262,0.25888065337556176,1
5,79.06171181987428,0.1532214746168402,0.26103439129072037,1
6,79.11830423401024,0.15356026543053944,0.263188129205879,1
7,79.17410181479383,0.15389992208859662,0.26534186712103763,1
8,79.22911572555974,0.15424044688793723,0.26749560503619624,1
9,79.28335697285495,0.15458184213163254,0.26964934295135484,1
10,79.33683640864095,0.154924110128916,0.2718030808665134,1
11,79.38956473246472,0.1552672531951998,0.273956818781672,1
12,79.44155249359952,0.1556112736520914,0.2761105566968306,1
13,79.49281009315531,0.1559561738274102,0.2782642946119892,1
14,79.54334778615983,0.15630195605520414,0.2804180325271478,1
15,79.59317568361023,0.15664862267576637,0.2825717704423064,1
16,79.64230375449594,0.15699617603565208,0.284725508357465,1
17,79.69074182779325,0.1573446184876952,0.2868792462726236,1
18,79.73849959443162,0.15769395239102535,0.2890329841877823,1
19,79.78558660923271,0.15804418011108448,0.2911867221029409,1
20,79.83201229282187,0.15839530401964416,0.2933404600180995,1
21,79.87778593351294,0.15874732649482215,0.2954941979332581,1
22,79.92291668916658,0.1591002499210997,0.2976479358484167,1
23,79.96741358902244,0.15945407668933848,0.2998016737635753,1
24,80.01128553550564,0.15980880919679774,0.3019554116787339,1
25,80.05454130600782,0.16016444984715142,0.3041091495938925,1
26,80.0971895546433,0.16052100105050532,0.3062628875090511,1
27,80.13923881398043,0.1608784652234145,0.3084166254242097,1
28,80.1806974967487,0.16123684478890032,0.31057036333936827,1
29,80.22157389752192,0.16159614217646798,0.31272410125452693,1
0,78.82488466419782,0.2487773436611923,0.2033856382390762,2
1,78.90071079762053,0.24921069780683391,0.20506401979584077,2
2,78.97537911665445,0.24964497744087005,0.2067424013526053,2
3,79.04890730035162,0.2500801846596101,0.20842078290936986,2
4,79.12131275781677,0.25051632156418036,0.21009916446613439,2
5,79.19261263232924,0.2509533902605351,0.21177754602289897,2
6,79.26282380540194,0.2513913928594677,0.21345592757966353,2
7,79.33196290077836,0.25183033147662215,0.21513430913642806,2
8,79.40004628836854,0.2522702082325036,0.21681269069319262,2
9,79.46709008812493,0.2527110252524902,0.21849107224995715,2
10,79.53311017385909,0.25315278466684377,0.2201694538067217,2
11,79.59812217700005,0.25359548861072156,0.22184783536348626,2
12,79.66214149029541,0.2540391392241873,0.2235262169202508,2
13,79.72518327145575,0.25448373865222235,0.22520459847701538,2
14,79.7872624467436,0.25492928904473744,0.22688298003377988,2
15,79.84839371450737,0.25537579255658355,0.22856136159054447,2
16,79.90859154866155,0.2558232513475638,0.23023974314730902,2
17,79.96787020211362,0.25627166758244463,0.23191812470407355,2
18,80.02624371013869,0.25672104343096697,0.2335965062608381,2
19,80.08372589370258,0.2571713810678582,0.23527488781760264,2
20,80.14033036273423,0.2576226826728435,0.2369532693743672,2
21,80.19607051934804,0.25807495043065704,0.23863165093113178,2
