work_cycle,T_stable_K,t_cool_hours,sigma_T_K,group_id
771,84.15649493585104,1.2828383115768371,1.9164195961343697,0
772,84.15649599465422,1.2860972324059505,1.9185306050973274,0
773,84.15649703811798,1.2893649284641042,1.9206416140602853,0
774,84.15649806646452,1.2926414237037087,1.9227526230232432,0
775,84.15649907991286,1.2959267421427545,1.924863631986201,0
776,84.15650007867886,1.2992209078649881,1.9269746409491588,0
777,84.15650106297522,1.3025239450200956,1.9290856499121165,0
778,84.15650203301156,1.3058358778238803,1.9311966588750744,0
779,84.15650298899448,1.3091567305584473,1.9333076678380323,0
780,84.15650393112757,1.3124865275723812,1.93541867680099,0
781,84.1565048596115,1.3158252932809316,1.937529685763948,0
782,84.15650577464399,1.3191730521661937,1.9396406947269056,0
783,84.15650667641992,1.3225298287772935,1.9417517036898635,0
784,84.15650756513138,1.3258956477305672,1.9438627126528214,0
785,84.15650844096758,1.3292705337097517,1.945973721615779,0
786,84.15650930411512,1.3326545114661632,1.948084730578737,0
787,84.15651015475777,1.3360476058188857,1.950195739541695,0
788,84.15651099307672,1.3394498416549565,1.9523067485046526,0
789,84.15651181925051,1.3428612439295504,1.9544177574676105,0
790,84.15651263345508,1.3462818376661698,1.9565287664305682,0
791,84.15651343586386,1.3497116479568272,1.958639775393526,0
792,84.15651422664772,1.3531506999622382,1.960750784356484,0
793,84.15651500597508,1.3565990189120043,1.9628617933194417,0
794,84.15651577401192,1.3600566301048074,1.9649728022823996,0
795,84.1565165309218,1.3635235589085932,1.9670838112453572,0
796,84.15651727686596,1.3669998307607663,1.9691948202083152,0
797,84.15651801200322,1.370485471168375,1.971305829171273,0
798,84.15651873649016,1.3739805057083092,1.9734168381342307,0
799,84.15651945048108,1.3774849600274837,1.9755278470971886,0
800,84.15652015412805,1.3809988598430363,1.9776388560601463,0
771,83.09103220388197,0.9778701993441609,1.9107976343022128,1
772,83.09103331903478,0.9803793142002153,1.9129513722173714,1
773,83.09103441852541,0.9828950914966575,1.9151051101325298,1
774,83.09103550257385,0.9854175490634787,1.9172588480476884,1
775,83.09103657139696,0.9879467047784682,1.9194125859628473,1
776,83.09103762520857,0.9904825765673457,1.9215663238780059,1
777,83.09103866421954,0.9930251824038865,1.9237200617931642,1
778,83.09103968863772,0.9955745403100525,1.9258737997083228,1
779,83.09104069866808,0.9981306683561187,1.9280275376234817,1
780,83.0910416945127,1.0006935846608065,1.9301812755386403,1
781,83.0910426763708,1.0032633073914115,1.9323350134537989,1
782,83.09104364443883,1.005839854763933,1.9344887513689573,1
783,83.09104459891046,1.0084232450432056,1.936642489284116,1
784,83.09104553997666,1.0110134965430313,1.9387962271992747,1
