work_cycle,T_stable_K,t_cool_hours,sigma_T_K,group_id
0,78.76642527296063,0.15154042824945418,0.25026570171492735,1
1,78.82716494957997,0.15187492408129372,0.25241943963008595,1
2,78.88705154506597,0.15221027436447596,0.25457317754524456,1
3,78.9460970408361,0.15254648136544346,0.25672691546040316,1
4,79.00431325003024,0.15288354735670262,0.25888065337556176,1
5,79.06171181987428,0.1532214746168402,0.26103439129072037,1
6,79.11830423401024,0.15356026543053944,0.263188129205879,1
7,79.17410181479383,0.15389992208859662,0.26534186712103763,1
8,79.22911572555974,0.15424044688793723,0.26749560503619624,1
9,79.28335697285495,0.15458184213163254,0.26964934295135484,1
10,79.33683640864095,0.154924110128916,0.2718030808665134,1
11,79.38956473246472,0.1552672531951998,0.273956818781672,1
12,79.44155249359952,0.1556112736520914,0.2761105566968306,1
13,79.49281009315531,0.1559561738274102,0.2782642946119892,1
14,79.54334778615983,0.15630195605520414,0.2804180325271478,1
15,79.59317568361023,0.15664862267576637,0.2825717704423064,1
16,79.64230375449594,0.15699617603565208,0.284725508357465,1
17,79.69074182779325,0.1573446184876952,0.2868792462726236,1
18,79.73849959443162,0.15769395239102535,0.2890329841877823,1
19,79.78558660923271,0.15804418011108448,0.2911867221029409,1
20,79.83201229282187,0.15839530401964416,0.2933404600180995,1
21,79.87778593351294,0.15874732649482215,0.2954941979332581,1
22,79.92291668916658,0.1591002499210997,0.2976479358484167,1
23,79.96741358902244,0.15945407668933848,0.2998016737635753,1
24,80.01128553550564,0.15980880919679774,0.3019554116787339,1
25,80.05454130600782,0.16016444984715142,0.3041091495938925,1
26,80.0971895546433,0.16052100105050532,0.3062628875090511,1
27,80.13923881398043,0.1608784652234145,0.3084166254242097,1
28,80.1806974967487,0.16123684478890032,0.31057036333936827,1
29,80.22157389752192,0.16159614217646798,0.31272410125452693,1
30,80.26187619437758,0.16195635982212384,0.3148778391696855,1
31,80.30161245053316,0.16231750016839275,0.31703157708484414,1
32,80.34079061595921,0.16267956566433578,0.31918531500000275,1
33,80.37941852896998,0.16304255876556745,0.32133905291516135,1
34,80.41750391779156,0.16340648193427337,0.32349279083031995,1
35,80.45505440210812,0.16377133763922813,0.32564652874547856,1
